id,senato
24G00166,"['Senato della Repubblica (atto n. 613): Presentato dal Ministro degli Affari esteri e della cooperazione internazionale Antonio Tajani (Governo Meloni-I), il 23 marzo 2023.', ""Assegnato alla Commissione 3ª (Affari esteri e difesa), in sede referente, il 30 marzo 2023, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 2ª (Giustizia) e 5ª (Programmazione economica, bilancio)."", 'Esaminato dalla Commissione 3ª (Affari esteri e difesa), in sede referente, il 12 e il 26 aprile 2023.', 'Esaminato e approvato il 9 maggio 2023.']"
24G00168,"[""Senato della Repubblica (atto n. 924-bis): Presentato dal Ministro dell'Istruzione e del Merito Giuseppe Valditara (Governo Meloni-I), il 22 novembre 2023."", ""Assegnato alla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede redigente, il 23 novembre 2023, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 5ª (Programmazione economica, bilancio) e 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."", 'Esaminato dalla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede redigente, il 10, il 17, il 23, il 24 e il 30 gennaio 2024; il 7, il 13, il 14 e il 29 febbraio 2024; il 5 marzo 2024.', ""Nuovamente assegnato alla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede referente, il 5 marzo 2024 con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 5ª (Programmazione economica, bilancio) e 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."", 'Esaminato dalla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede referente, il 5, il 12, il 19 e il 20 marzo 2024.', 'Esaminato in Aula il 16 aprile 2024 e approvato il 17 aprile 2024.']"
24G00165,"['Senato della Repubblica (atto n. 676): Presentato dal Ministro degli Affari esteri e della cooperazione internazionale Antonio Tajani (Governo Meloni-I), il 27 aprile 2023.', ""Assegnato alla Commissione 3ª (Affari esteri e difesa) in sede referente l'11 maggio 2023, con i pareri delle commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 4ª (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro)."", 'Esaminato dalla Commissione 3ª (Affari esteri e difesa), in sede referente, il 25 maggio 2024 ed il 20 giugno 2024.', 'Esaminato in Aula ed approvato il 27 giugno 2023.']"
24G00164,"[""Senato della Repubblica (atto n. 694): Presentato dal Ministro degli affari esteri e della cooperazione internazionale Antonio Tajani (Governo Meloni-I), l'11 maggio 2023."", ""Assegnato alla Commissione 3ª (Affari esteri e difesa), in sede referente, il 19 giugno 2023, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'interno, ordinamento generale dello Stato e della Pubblica amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 4ª (Politiche dell'Unione europea) e 5ª (Programmazione economica, bilancio)."", 'Esaminato dalla Commissione 3ª (Affari esteri e difesa), in sede referente, il 27 giugno 2023 e il 12 luglio 2023.', 'Esaminato in Aula il 5 settembre 2023 e approvato il 6 settembre 2023.']"
24G00161,"[""Senato della Repubblica (atto n. 1222): Presentato dal Presidente del Consiglio dei ministri Giorgia Meloni e dal Ministro dell'economia e delle finanze Giancarlo Giorgetti (Governo Meloni-I) il 9 agosto 2024."", ""Assegnato alle Commissioni riunite 5ª (Programmazione economica, bilancio) e 6ª (Finanze e tesoro), in sede referente, il 13 agosto 2024, con i pareri del Comitato per la legislazione e delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'interno, ordinamento generale dello Stato e della Pubblica amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa), 4ª (Politiche dell'Unione europea), 5ª (Bilancio), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."", ""Esaminato nelle Commissioni riunite 5ª (Programmazione economica, bilancio) e 6ª (Finanze e tesoro), in sede referente, il 4, l'11, il 12, il 17, il 18, il 19, il 23, il 24, il 25, il 26 e il 29 settembre 2024."", 'Esaminato in Aula il 30 settembre 2024 e approvato il 1 ottobre 2024.']"
24G00160,"[""Senato della Repubblica (atto n. 1151): Assegnato alla Commissione 7ª (Cultura e patrimonio culturale, istruzione pubblica), in sede redigente, l'11 giugno 2024, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione) e 5ª (Programmazione economica, bilancio)."", 'Esaminato dalla Commissione 7ª (Cultura e patrimonio culturale, istruzione pubblica), in sede redigente, il 24 e il 30 luglio 2024.', 'Esaminato in Aula e approvato definitivamente il 18 settembre 2024.']"
24G00148,"['Senato della Repubblica (atto n. 785): Presentato dal Senatore Nicola Calandrini (FdI) il 5 luglio 2023.', ""Assegnato alla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede redigente, il 27 luglio 2023, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 3ª (Affari esteri e difesa), 4ª (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare) e per le Questioni regionali."", 'Esaminato dalla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede redigente il 19 ed il 27 settembre 2023; il 4, il 17 e il 24 ottobre 2023; il 21 e il 29 maggio 2024; il 12 giugno 2024.', ""Nuovamente assegnato alla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede deliberante, il 25 giugno 2024, con i pareri del Comitato per la legislazione e delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 3ª (Affari esteri e difesa), 4ª (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare) e per le Questioni regionali."", 'Esaminato e approvato dalla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede deliberante, il 3 luglio 2024.']"
24G00140,"[""Senato della Repubblica (atto n. 1199): Assegnato alla 6ª Commissione (Finanze e tesoro), in sede referente, il 24 luglio 2024, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione) e 5ª (Programmazione economica, bilancio)."", 'Esaminato dalla 6ª Commissione (Finanze e tesoro), in sede referente, il 30 luglio 2024.', 'Esaminato in Aula e approvato definitivamente il 31 luglio 2024.']"
24G00139,"[""Senato della Repubblica (atto n. 924): Presentato dal Ministro dell'istruzione e del merito Giuseppe Valditara (Governo Meloni-I), il 27 ottobre 2024."", ""Assegnato alla 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede referente, il 23 novembre 2023, con i pareri del Comitato per la legislazione e delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), 5ª (Programmazione economica, bilancio), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."", 'Esaminato dalla 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede referente, il 29 e il 30 novembre 2023; il 5, il 6, il 7, il 12, il 13, il 19, il 20 e il 21 dicembre 2023.', 'Esaminato in Aula e approvato il 31 gennaio 2024.']"
24G00132,"[""Senato della Repubblica (atto n. 1206): Assegnato alla 8ª Commissione (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), in sede referente, il 17 luglio 2024, con i pareri del Comitato per la legislazione e delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa), 4ª Commissione (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."", 'Esaminato dalla 8ª Commissione (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), in sede referente, 31 luglio 2024; il 1 e il 5 agosto 2024.', 'Esaminato in Aula e approvato definitivamente il 5 agosto 2024.']"
24G00137,"[""Senato della Repubblica (atto n. 1185): Presentato dal Ministro della cultura Gennaro Sangiuliano (Governo Meloni-I), l'8 luglio 2024."", ""Assegnato alla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede referente, il 9 luglio 2024, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione) e 5ª (Programmazione economica, bilancio)."", 'Esaminato dalla 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede referente, il 10, il 16 e il 17 luglio 2024.', 'Esaminato in Aula e approvato il 17 luglio 2024.']"
24G00135,"[""Senato della Repubblica (atto n. 1201): Assegnato alla 5ª Commissione (Programmazione economica, bilancio), in sede referente, il 25 luglio 2024, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa), 4ª Commissione (Politiche dell'Unione europea), 6 ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 9 ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare) e 10 ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale)."", 'Esaminato dalla 5ª Commissione (Programmazione economica, bilancio), in sede referente, il 31 luglio 2024, il 5 e il 6 agosto 2024.', 'Esaminato in Aula il 5 agosto 2024 e approvato definitivamente il 6 agosto 2024.']"
24G00134,"[""Senato della Repubblica (atto n. 1200): Assegnato alla 5ª Commissione (Programmazione economica, bilancio), in sede referente, il 25 luglio 2024, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa), 4ª (Politiche dell'Unione europea), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare) e 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale)."", 'Esaminato dalla 5ª Commissione (Programmazione economica, bilancio), in sede referente, il 31 luglio 2024, il 5 e il 6 agosto 2024.', 'Esaminato in Aula il 5 agosto 2024 e approvato definitivamente il 6 agosto 2024.']"
24G00131,"[""Senato della Repubblica (atto n. 1207): Assegnato alla Commissione 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), in sede referente, il 31 luglio 2024, con i pareri del Comitato per la legislazione e delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa), 4ª (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."", 'Esaminato dalla Commissione 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), in sede referente, il 31 luglio 2024 e il 5 agosto 2024.', 'Esaminato in Aula e approvato definitivamente il 6 agosto 2024.']"
24G00122,"['Senato della Repubblica (atto n. 808): Presentato dal Presidente del Consiglio Giorgia Meloni, dal Ministro della giustizia Carlo Nordio e dal Ministro della difesa Guido Crosetto (Governo Meloni-I), il 19 luglio 2023.', ""Assegnato alla 2ª Commissione (Giustizia), in sede referente, il 1 agosto 2023, con i pareri delle Commissioni 1ª (Affari costituzionali, Affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), 3ª (Affari esteri e difesa) e 5ª (Programmazione economica, bilancio)."", ""Esaminato dalla 2ª Commissione (Giustizia), in sede referente, il 2 agosto 2023, l'11, il 17, il 19, il 24 ottobre 2023; il 9, il 10, l'11, il 17, il 18 e il 23 gennaio 2024."", ""Esaminato in Aula il 6, il 7 e l'8 febbraio 2024 e approvato il 13 febbraio 2024.""]"
24G00133,"['Senato della Repubblica (atto n. 1183): Presentato dal Presidente del Consiglio Giorgia Meloni e dal Ministro della giustizia Carlo Nordio (Governo Meloni-I), il 5 luglio 2024.', ""Assegnato alla 2ª Commissione (Giustizia), in sede referente, il 5 luglio 2024, con i pareri del Comitato per la legislazione e delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), 3ª (Affari esteri e difesa), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro), 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."", ""Esaminato dalla 2ª Commissione (Giustizia), in sede referente, il 9, l'11, il 16, il 17, il 23, il 24 e il 30 luglio 2024."", 'Esaminato in Aula e approvato il 1 agosto 2024.']"
24G00130,"[""Senato della Repubblica (atto n. 1162): Presentato dal Presidente del Consiglio dei ministri Giorgia Meloni, dal Ministro per la protezione civile e le politiche del mare Nello Musumeci, dal Ministro per lo sport e i giovani Andrea Abodi, dal Ministro dell'interno Matteo Piantedosi e dal Ministro della difesa Guido Crosetto (Governo Meloni-I) l'11 giugno 2024."", ""Assegnato alla 8ª Commissione (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), in sede referente, il 12 giugno 2024, con i pareri delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa), 4ª Commissione (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."", 'Esaminato dalla 8ª Commissione (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), in sede referente, il 18 e 26 giugno 2024; il 3, il 9, il 17, il 23, il 24, il 29 e il 30 luglio 2024.', 'Esaminato in Aula il 30 luglio 2024 e approvato il 31 luglio 2024.']"
24G00125,"['Senato della Repubblica (atto n. 1161): Presentato dal Presidente del Consiglio Giorgia Meloni e dal Ministro della salute Orazio Schillaci (Governo Meloni-I), il 7 giugno 2024.', ""Assegnato alla 10ª Commissione (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale), in sede referente, l'11 giugno 2024, con i pareri del Comitato per la legislazione e delle Commissioni 1ª (Affari costituzionali, Affari della Presidenza del Consiglio e dell'Interno, Ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 4ª (Politiche Unione europea), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica) e per le Questioni regionali."", 'Esaminato dalla 10ª Commissione (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale), in sede referente, 12 giugno 2024; il 2, il 3, il 4, il 9, il 15, il 16 e il 17 luglio 2024.', 'Esaminato in Aula il 17 luglio 2024 e approvato il 18 luglio 2024.']"
24G00123,"[""Senato della Repubblica (atto n. 1193): Assegnato alla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede referente, il 17 luglio 2024, con i pareri del Comitato per la legislazione e delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della pubblica amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa), 4ª Commissione (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro), 8ª (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."", 'Esaminato dalla 7ª Commissione (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), in sede referente, il 18 e il 23 luglio 2024.', 'Esaminato in Aula e approvato definitivamente il 23 luglio 2024.']"
24G00124,"[""Senato della Repubblica (atto n. 1197): Assegnato alla 8ª Commissione (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), in sede referente, il 19 luglio 2024, con i pareri del Comitato legislazione e delle Commissioni 1ª (Affari costituzionali, affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 5ª (Programmazione economica, bilancio), 6ª Commissione (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare), 10ª (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale) e per le Questioni regionali."", 'Esaminato dalla 8ª Commissione (Ambiente, transizione ecologica, energia, lavori pubblici, comunicazioni, innovazione tecnologica), in sede referente, il 23 luglio 2024.', 'Esaminato in Aula e approvato definitivamente il 24 luglio 2024.']"
24G00120,"[""Senato della Repubblica (atto n. 1097): Assegnato alla 10ª Commissione (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale), in sede redigente, l'11 aprile 2024, con i pareri delle Commissioni 1ª (Affari costituzionali, Affari della Presidenza del Consiglio e dell'Interno, ordinamento generale dello Stato e della Pubblica Amministrazione, editoria, digitalizzazione), 2ª (Giustizia), 3ª (Affari esteri e difesa), 4ª (Politiche dell'Unione europea), 5ª (Programmazione economica, bilancio), 6ª (Finanze e tesoro), 7ª (Cultura e patrimonio culturale, istruzione pubblica, ricerca scientifica, spettacolo e sport), 9ª (Industria, commercio, turismo, agricoltura e produzione agroalimentare) e per le Questioni regionali."", ""Esaminato dalla 10ª Commissione (Affari sociali, sanità, lavoro pubblico e privato, previdenza sociale), in sede redigente, il 17 aprile 2024; l'8, il 15, il 28 e il 29 maggio 2024."", 'Esaminato in Aula e approvato definitivamente il 25 giugno 2024.']"
